SITC 5 DIGIT,5D DESC
66338,"ARTICLES OF OTHER MINERAL SUBSTANCES CONTAINING MAGNESITE, DOLOMITE OR CHROMITE"
66339,"ARTICLES OF STONE OR OTHER MINERAL SUBSTANCES, N.E.S."
66351,"SLAG-WOOL, ROCK-WOOL AND SIMILAR MINERAL WOOLS (INCLUDING INTERMIXTURES THEREOF), IN BULK, SHEETS OR ROLLS"
66352,"EXFOLIATED VERMICULITE, EXPANDED CLAYS, FOAMED SLAG AND SIMILAR EXPANDED MINERAL MATERIALS (INCLUDING INTERMIXTURES THEREOF)"
66353,"MIXTURES AND ARTICLES OF HEAT-INSULATING, SOUND-INSULATING OR SOUND-ABSORBING MINERAL MATERIALS"
66370,"REFRACTORY CERAMIC GOODS (E.G., RETORTS, CRUCIBLES, MUFFLES, NOZZLES, PLUGS, SUPPORTS, CUPELS, TUBES, PIPES, SHEATHS AND RODS), N.E.S."
66381,"FABRICATED ASBESTOS FIBRES; MIXTURES WITH A BASIS OF ASBESTOS OR WITH A BASIS OF ASBESTOS AND MAGNESIUM CARBONATE; ARTICLES OF SUCH MIXTURES OR OF ASBESTOS (E.G., THREAD, WOVEN FABRIC, CLOTHING, HEADGEAR, FOOTGEAR, GASKETS), REINFORCED OR NOT (OTHER THAN"
66382,"FRICTION MATERIAL AND ARTICLES THEREOF (E.G., SHEETS, ROLLS, STRIPS, SEGMENTS, DISCS, WASHERS, PADS)"
66391,"LABORATORY, CHEMICAL OR INDUSTRIAL CERAMIC WARES, NON-REFRACTORY; CERAMIC TROUGHS, TUBS AND SIMILAR"
66399,"CERAMIC ARTICLES, N.E.S."
66411,GLASS IN THE MASS; CULLET AND OTHER WASTE AND SCRAP OF GLASS
66412,"GLASS IN BALLS (OTHER THAN MICROSPHERES OF HEADING 665.93), RODS OR TUBES, UNWORKED"
66431,"GLASS, COLOURED THROUGHOUT THE MASS (BODY TINTED), OPACIFIED, FLASHED OR HAVING AN ABSORBENT OR REFLECTING LAYER"
66439,OTHER GLASS
66441,"FLOAT GLASS AND SURFACE GROUND OR POLISHED GLASS, IN SHEETS, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NON-REFLECTING LAYER, BUT NOT OTHERWISE WORKED, NON-WIRED GLASS, HAVING AN ABSORBENT, REFLECTING OR NON-REFLECTING LAYER AND OTHER NON-WIRED GL"
66442,"FLOAT GLASS AND SURFACE GROUND OR POLISHED GLASS, IN SHEETS, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NON-REFLECTING LAYER, BUT NOT OTHERWISE WORKED, WIRED"
66451,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NON-REFLECTING LAYER, BUT NOT OTHERWISE WORKED, NON-WIRED SHEETS"
66452,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NON-REFLECTING LAYER, BUT NOT OTHERWISE WORKED, WIRED SHEETS"
66453,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT OR REFLECTING, WIRED SHEETS, PROFILES"
66471,"SAFETY GLASS, CONSISTING OF TOUGHENED (TEMPERED) OR LAMINATED GLASS, OF TOUGHENED (TEMPERED) GLASS"
66472,"SAFETY GLASS, CONSISTING OF TOUGHENED (TEMPERED) OR LAMINATED GLASS, OF LAMINATED GLASS"
66481,REAR-VIEW MIRRORS FOR VEHICLES
66489,"OTHER GLASS MIRRORS, WHETHER OR NOT FRAMED"
66491,"GLASS OF SUBGROUP 664.3, 664.4 OR 664.5, BENT, EDGE-WORKED, ENGRAVED, DRILLED, ENAMELED OR OTHERWISE WORKED, BUT NOT FRAMED OR FITTED WITH OTHER MATERIALS"
66492,MULTIPLE-WALLED INSULATING UNITS OF GLASS
66493,"GLASS ENVELOPES (INCLUDING BULBS AND TUBES), OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, FOR ELECTRIC LAMPS, CATHODE-RAY TUBES OR THE LIKE"
66494,"CLOCK AND WATCH-GLASSES AND SIMILAR GLASSES, GLASS FOR NON-CORRECTIVE OR CORRECTIVE SPECTACLES, CURVED, BENT, HOLLOWED OR THE LIKE, NOT OPTICALLY WORKED; HOLLOW GLASS SPHERES AND THEIR SEGMENTS, FOR THE MANUFACTURE OF SUCH GLASSES"
66495,"THIN SHEETS (VOILES), WEBS, MATS, MATTRESSES, BOARDS AND SIMILAR NON-WOVEN PRODUCTS OF GLASS; GLASS FIBRES (INCLUDING GLASS WOOL) AND ARTICLES THEREOF, N.E.S."
66496,"PAVING BLOCKS, SLABS, BRICKS, SQUARES, TILES AND OTHER ARTICLES OF PRESSED OR MOULDED GLASS, WHETHER OR NOT WIRED, OF A KIND USED FOR BUILDING OR CONSTRUCTION PURPOSES; LEADED LIGHTS AND THE LIKE; MULTICELLULAR OR FOAM GLASS IN BLOCKS, PANELS, PLATES, SHE"
66510,"CONTAINERS, OF GLASS, OF A KIND USED FOR THE CONVEYANCE OR PACKING OF GOODS; STOPPERS AND CLOSURES, OF GLASS"
66511,"CARBOYS, BOTTLES, FLASKS, JARS, POTS, PHIALS AND OTHER CONTAINERS, OF GLASS, OF A KIND USED FOR THE CONVEYANCE OR PACKING OF GOODS; PRESERVING JARS OF GLASS; STOPPERS, LIDS AND OTHER CLOSURES, OF GLASS"
66521,GLASSWARE OF GLASS-CERAMICS
66522,DRINKING GLASSES OTHER THAN OF GLASS-CERAMICS
66523,"GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSES, OTHER THAN OF GLASS-CERAMICS"
66529,"OTHER GLASSWARE, OTHER THAN OF GLASS-CERAMICS"
66591,"LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED"
66592,GLASS AMPOULES
66593,"GLASS BEADS, IMITATION PEARLS, IMITATION PRECIOUS OR SEMIPRECIOUS STONES AND SIMILAR GLASS SMALLWARE"
66594,"GLASS CUBES AND OTHER GLASS SMALLWARES, WHETHER OR NOT ON A BACKING, FOR MOSAICS OR SIMILAR DECORATIVE PURPOSES"
66595,"SIGNALLING GLASSWARE AND OPTICAL ELEMENTS OF GLASS (OTHER THAN THOSE OF HEADING 664.94), NOT OPTICALLY WORKED"
66599,OTHER ARTICLES OF GLASS
66611,TABLEWARE AND KITCHENWARE OF PORCELAIN OR CHINA
66612,OTHER HOUSEHOLD OR TOILET ARTICLES OF PORCELAIN OR CHINA
66613,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND TOILET ARTICLES (OTHER THAN PORCELAIN OR CHINA)"
66621,"STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES, OF PORCELAIN OR CHINA"
66629,"STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES, OTHER THAN OF PORCELAIN OR CHINA"
66711,NATURAL PEARLS
66712,"CULTURED PEARLS, UNWORKED"
66713,"CULTURED PEARLS, WORKED"
66721,"DIAMONDS (OTHER THAN SORTED INDUSTRIAL DIAMONDS), WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET, ROUGH, UNSORTED"
66722,"DIAMONDS (OTHER THAN SORTED INDUSTRIAL DIAMONDS), WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET, SORTED (OTHER THAN INDUSTRIAL DIAMONDS), UNWORKED OR SIMPLY SAWN, CLEAVED OR BRUTED"
66729,"DIAMONDS (OTHER THAN SORTED INDUSTRIAL DIAMONDS), WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET, OTHERWISE WORKED, BUT NOT MOUNTED OR SET"
66731,"PRECIOUS STONES (OTHER THAN DIAMONDS) AND SEMIPRECIOUS STONES, WHETHER OR NOT WORKED OR GRADED BUT NOT STRUNG, MOUNTED OR SET; UNGRADED PRECIOUS STONES (OTHER THAN DIAMONDS) AND SEMIPRECIOUS STONES, TEMPORARILY STRUNG FOR CONVENIENCE OF TRANSPORT, UNWORKE"
66739,"PRECIOUS STONES (OTHER THAN DIAMONDS) AND SEMIPRECIOUS STONES, WHETHER OR NOT WORKED OR GRADED BUT NOT STRUNG, MOUNTED OR SET; UNGRADED PRECIOUS STONES (OTHER THAN DIAMONDS) AND SEMIPRECIOUS STONES, TEMPORARILY STRUNG FOR CONVENIENCE OF TRANSPORT, OTHERWI"
66741,PIEZOELECTRIC QUARTZ
66742,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, OTHER THAN PIEZOELECTRIC QUARTZ, UNWORKED"
66749,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, N.E.S."
67121,NON-ALLOY PIG-IRON CONTAINING BY WEIGHT 0.5% OR LESS OF PHOSPHORUS
67122,NON-ALLOY PIG-IRON CONTAINING BY WEIGHT MORE THAN 0.5% OF PHOSPHORUS
67123,ALLOY PIG-IRON AND SPIEGELEISEN
67131,"GRANULES OF PIG-IRON, SPIEGELEISEN, IRON OR STEEL"
67132,"POWDERS OF PIG-IRON, SPIEGELEISEN, IRON OR STEEL"
67133,"FERROUS PRODUCTS OBTAINED BY DIRECT REDUCTION OF IRON ORE AND OTHER SPONGY FERROUS PRODUCTS, IN LUMP"
67141,"FERROMANGANESE , CONTAINING BY WEIGHT MORE THAN 2% OF CARBON"
67149,"FERRO-MANGANESE, OTHER THAN CONTAINING BY WEIGHT MORE THAN 2% OF CARBON"
67151,FERROSILICON
67152,FERROSILICO-MANGANESE
67153,FERROCHROMIUM
67155,FERRONICKEL
67159,"FERRO-ALLOYS, N.E.S."
67241,INGOTS OF IRON (OTHER THAN IRON OF HEADING 671.33) OR NON-ALLOY STEEL
67245,OTHER PRIMARY FORMS OF IRON (OTHER THAN IRON OF HEADING 671.33) OR NON-ALLOY STEEL
67247,INGOTS AND OTHER PRIMARY FORMS OF STAINLESS STEEL
67249,INGOTS AND OTHER PRIMARY FORMS OF OTHER ALLOY STEEL
67261,"SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL, CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON, OF RECTANGULAR (INCLUDING SQUARE) CROSS-SECTION, THE WIDTH MEASURING LESS THAN TWICE THE THICKNESS."
67262,"SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL, CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON, OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION"
67269,"SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL, CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON, OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION, THE WIDTH MEASURING LESS THAN TWICE THE THICKNESS."
67270,"SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL, CONTAINING BY WEIGHT 0.25% OR MORE OF CARBON"
67279,"SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL, CONTAINING BY WEIGHT 0.25% OR MORE OF CARBON"
67281,"SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL, CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON, OF RECTANGULAR (INCLUDING SQUARE) CROSS-SECTION, THE WIDTH MEASURING LESS THAN TWICE THE THICKNESS."
67282,"SEMI-FINISHED PRODUCTS OF ALLOY STEEL, OF OTHER ALLOY STEEL"
67321,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN HOT-ROLLED, OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 4.75 MM OR MORE, IN COILS"
67324,"SEMI-FINISHED PRODUCTS OF ALLOY STEEL, OF STAINLESS STEEL"
67327,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN HOT-ROLLED, OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 4.75 MM OR MORE"
67329,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN HOT-ROLLED, OF A WIDTH LESS THAN 600 MM"
67341,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN HOT-ROLLED, OF A WIDTH OF 600 MM OR MORE, NOT IN COILS"
67346,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN HOT-ROLLED, OF A WIDTH OF LESS THAN 600 MM AND A THICKNESS OF NOT LESS THAN 4 MM"
67349,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED), OF A WIDTH OF LESS THAN 600 MM"
67351,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, N.E.S. OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED"
67352,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED), OF A WIDTH OF 600 MM OR MORE, NOT IN COILS"
67353,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED), OF A WIDTH OF LESS THAN 600 MM"
67411,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PLATED OR COATED WITH ZINC,.ELECTROLYTICALLY PLATED OR COATED, OF A WIDTH OF 600 MM OR MORE"
67412,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, NOT CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLD-REDUCED)"
67413,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PLATED OR COATED WITH ZINC,OTHERWISE PLATED OR COATED, OF A WIDTH OF 600 MM OR MORE"
67414,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PLATED OR COATED WITH ZINC,OTHERWISE PLATED OR COATED, OF A WIDTH OF LESS THAN 600 MM"
67421,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PLATED OR COATED WITH TIN,OF A WIDTH OF 600 MM OR MORE"
67422,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PLATED OR COATED WITH TIN,OF A WIDTH OF LESS THAN 600 MM"
67431,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PAINTED, VARNISHED OR COATED WITH PLASTICS,OF A WIDTH OF 600 MM OR MORE"
67432,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, PAINTED, VARNISHED OR COATED WITH PLASTICS,OF A WIDTH OF LESS THAN 600 MM"
67441,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF 600 M,PLATED OR COATED WITH LEAD, INCLUDING TERNE-PLATE"
67442,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF 600 M,PLATED OR COATED WITH CHROMIUM OXIDES OR WITH CHROMIUM AND CHROMIUM OXIDES"
67443,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF 600 M,PLATED OR COATED WITH ALUMINIUM"
67444,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF 600 MM OR MORE,OTHERWISE CLAD, PLATED OR COATED,OTHERWISE CLAD, PLATED OR COATED"
67451,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF LESS THAN 600 MM,PLATED OR COATED OTHERWISE THAN BY ELECTROLYSIS"
67452,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, CLAD, PLATED OR COATED, N.E.S., OF A WIDTH OF LESS,CLAD"
67511,"FLAT-ROLLED PRODUCTS OF SILICON-ELECTRICAL STEEL,OF A WIDTH OF 600 MM OR MORE"
67512,"FLAT-ROLLED PRODUCTS OF SILICON-ELECTRICAL STEEL,OF A WIDTH OF LESS THAN 600 MM"
67520,FLAT-ROLLED PRODUCTS OF HIGH-SPEED STEEL
67531,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 4.75 MM OR MORE, IN COILS"
67532,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM, IN COILS"
67533,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF LESS THAN 3 MM, IN COILS"
67534,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 4.75 MM OR MORE, NOT IN COILS"
67535,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM, NOT IN CO"
67536,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF LESS THAN 3 MM, NOT IN COILS"
67537,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF LESS THAN 600 MM AND OF A THICKNESS OF 4.75 MM OR MORE"
67538,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF LESS THAN 600 MM AND OF A THICKNESS OF LESS THAN 4.75 MM"
67541,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE, IN COILS"
67542,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF 600 MM OR MORE, NOT IN COILS"
67543,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED,OF A WIDTH OF LESS THAN 600 MM"
67551,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED),OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 4.75 MM OR MORE"
67552,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED),OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM"
67553,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED),OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS EXCEEDING 1 MM BUT LESS THAN 3 MM"
67554,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED),OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF 0.5 MM OR MORE BUT NOT EXCEEDING 1 MM"
67555,"FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED),OF A WIDTH OF 600 MM OR MORE AND OF A THICKNESS OF LESS THAN 0.5 MM"
67556,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) OF A WIDTH OF LESS THAN 600 MM"
67561,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) .OF A WIDTH OF 600 MM OR MORE"
67562,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) OF A WIDTH OF LESS THAN 600 MM"
67571,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF ALLOY STEEL, N.E.S .OF STAINLESS STEEL, OF A WIDTH OF 600 MM OR MORE"
67572,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF ALLOY STEEL, N.E.S ..OF STAINLESS STEEL, OF A WIDTH OF LESS THAN 600 MM"
67573,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF ALLOY STEEL, N.E.S ..OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE"
67574,"FLAT-ROLLED PRODUCTS OF ALLOY STEEL. FLAT-ROLLED PRODUCTS OF ALLOY STEEL, N.E.S. .OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM"
67611,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR STEEL .OF IRON OR NON-ALLOY STEEL, CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCE"
67612,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR STEEL .OTHER, OF FREE-CUTTING STEEL"
67615,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING) .OF STAINLESS STEEL"
67617,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR STEEL? OF HIGH SPEED STEEL"
67619,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR STEEL .OF IRON OR OTHER ALLOY AND NON-ALLOY STEEL, N.E.S."
67621,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING? OF IRON OR NON-ALLOY STEEL"
67622,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING .OTHER, OF FREE-CUTTING STE"
67625,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS (OTHER THAN THOSE OF SUBGROUP 676.1) OF IRON OR STEEL, NOT FURTHER WORKED THAN HOT-ROL .OF STAINLESS STEEL"
67629,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING? OF IRON OR OTHER ALLOY AND"
67631,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS (OTHER THAN THOSE OF SUBGROUP 676.1) OF IRON OR STEEL, NOT FURTHER WORKED THAN COLD-FO .OF FREE-CUTTING STEEL (OTHER THAN OF HEADING 676.22)"
67633,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS OF IRON OR STEEL, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED .OTHER, OF IRON OR NON-ALLOY STEEL"
67634,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS (OTHER THAN THOSE OF SUBGROUP 676.1) OF IRON OR STEEL, NOT FURTHER WORKED THAN COLD-FO .OF STAINLESS STEEL"
67639,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). BARS AND RODS (OTHER THAN THOSE OF SUBGROUP 676.1) OF IRON OR STEEL, NOT FURTHER WORKED THAN COLD-FO .OF OTHER ALLOY STEEL (EXCEPT HIGH-SPEED OR SILICO-MANGANESE STEEL)"
67641,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). OTHER BARS AND RODS OF IRON AND STEEL .OF HIGH-SPEED STEEL"
67642,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). OTHER BARS AND RODS OF IRON AND STEEL .OF SILICO-MANGANESE STEEL"
67643,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). OTHER BARS AND RODS OF IRON AND STEEL .OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT EXTRUDED BUT INCLUDING THOSE TWISTED AFTER ROL"
67644,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). OTHER BARS AND RODS OF IRON AND STEEL? OF OTHER IRON OR OTHER NON-ALLOY STEEL"
67645,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). OTHER BARS AND RODS OF IRON AND STEEL .OF STAINLESS STEEL"
67646,"IRON AND STEEL BARS, RODS, ANGLES, SHAPES AND SECTIONS (INCLUDING SHEET PILING). OTHER BARS AND RODS OF IRON AND STEEL .OF OTHER ALLOY STEEL (EXCEPT HIGH-SPEED OR SILICO-MANGANESE STEEL), NOT FURTHER WORKED THAN FORGED"
67647,"BARS AND RODS OF ALLOY STEEL, N.E.S."
67648,HOLLOW DRILL BARS AND RODS OF ALLOY OR NON-ALLOY STEEL
67681,"U, I, H, L OR T SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM, OF IRON OR NON-ALLOY STEEL"
